pt_center_gev,yield_value,total_error,prediction,residual,pull
0.175,46.31,1.150072784653215,42.86800997382066,3.44199002617934,2.992845385187698
0.225,44.84,1.1035856332881469,43.712861299116256,1.127138700883748,1.0213423108140909
0.275,41.86,1.0314245791137615,42.26419273908519,-0.4041927390851896,-0.39187813367070146
0.3249999999999999,38.79,0.9601398336179996,39.66577126870551,-0.8757712687055133,-0.9121288775255072
0.375,35.5,0.8812691075942695,36.5996081142413,-1.099608114241299,-1.2477552029970298
0.425,32.45,0.808930461102807,33.445572894327015,-0.9955728943270117,-1.23072741378753
0.475,29.44,0.7384921797825621,30.402342793602205,-0.962342793602204,-1.3031184621149967
0.525,26.62,0.6731084326466278,27.564574638168402,-0.944574638168401,-1.4033023393487765
0.575,24.38,0.6187975287604177,24.96900778314245,-0.5890077831424527,-0.9518586545139569
0.625,22.21,0.5713688951981898,22.621183555059847,-0.4111835550598464,-0.7196463764749039
0.675,20.21,0.5253670401728682,20.51066498208893,-0.30066498208892867,-0.572295098660923
0.725,18.55,0.4850396688931741,18.619581501765722,-0.06958150176572175,-0.14345528052272874
0.775,17.03,0.4518825233398609,16.927337843845397,0.10266215615460439,0.22718771107992633
0.825,15.6,0.4173406068189387,15.41313284071193,0.18686715928807018,0.44775695495440165
0.875,14.3,0.3845055427428843,14.057235911342827,0.24276408865717336,0.6313669418791908
0.925,13.13,0.3598177912499603,12.841566166574536,0.288433833425465,0.8016108164732025
0.975,12.04,0.3352837818922949,11.749887172363922,0.2901128276360776,0.8652754571029987
1.05,10.76,0.385899510365069,10.313821543162108,0.4461784568378917,1.1562037391957238
1.15,9.071,0.3310551133874841,8.7126098772239,0.3583901227761004,1.0825693616658383
1.25,7.663,0.2897888997183984,7.399237383876371,0.2637626161236293,0.9101888180670133
1.35,6.695,0.2532968466049272,6.313842943857222,0.3811570561427784,1.5047840557497254
1.45,5.6,0.2227161251458906,5.41053986685835,0.18946013314164922,0.8506799093130012
1.55,4.859,0.1933231411393887,4.653930896264998,0.20506910373500187,1.0607581820075236
1.65,4.092,0.1737435466427458,4.016489395053651,0.07551060494634854,0.43460955186792993
1.75,3.609,0.1532480668719837,3.476620510858241,0.1323794891417589,0.8638248549806672
1.85,3.056,0.1450437827002591,3.0172309920555307,0.03876900794446936,0.2672917599273292
1.95,2.653,0.1259473302615025,2.6246719005913826,0.02832809940861747,0.2249202055319495
2.1,2.131,0.1008684836606558,2.1376777485704137,-0.006677748570413922,-0.06620252756925905
2.3,1.598,0.0757747555324331,1.6358340446140887,-0.03783404461408857,-0.49929616200338445
2.5,1.229,0.058332049689686,1.2589857972933725,-0.029985797293372363,-0.5140535512276764
2.7,0.926,0.0441367012813599,0.9734845927908838,-0.047484592790883795,-1.0758527803920361
2.9,0.7271,0.0347043989862956,0.755626973524913,-0.02852697352491307,-0.8219987770477762
3.1,0.5486,0.0266267250896538,0.5884020498535193,-0.03980204985351932,-1.4948158182992237
3.3,0.4349,0.0209648698779649,0.4594155488054144,-0.0245155488054144,-1.1693632704671082
3.5,0.3457,0.0167356970574876,0.35951937673236267,-0.013819376732362665,-0.8257425241920137
3.7,0.2691,0.0131269236685523,0.28188916208841236,-0.012789162088412354,-0.974269555558618
3.9,0.222,0.0108855695303461,0.22138839821551398,0.0006116017844860211,0.05618463809183676
4.25,0.1513,0.0072583383773422,0.14554137819476218,0.005758621805237812,0.793380179575819
4.75,0.09103,0.0044197278196739,0.08040320724637107,0.010626792753628933,2.4043998153743793
