beta_s,T_kin_gev,chi2,delta_chi2,inside_68cl
0.1,0.2788996185228154,2844.435483794271,2008.0416237892202,False
0.13541666666666669,0.27638766233529194,2802.2642043367223,1965.8703443316715,False
0.17083333333333334,0.27283985700434477,2753.603850684383,1917.2099906793321,False
0.20625,0.2681685724491199,2702.285175167196,1865.8913151621452,False
0.24166666666666667,0.26239765629417616,2651.956580641386,1815.5627206363354,False
0.27708333333333335,0.2556207031124675,2605.685243280141,1769.2913832750903,False
0.3125,0.24800435779308677,2565.7219388425083,1729.3280788374575,False
0.34791666666666665,0.239715900263145,2533.4448535217844,1697.0509935167336,False
0.3833333333333333,0.2309402045573003,2509.442176017603,1673.048316012552,False
0.41874999999999996,0.24014954123785393,2479.7691173535395,1643.3752573484887,False
0.4541666666666666,0.241176513697345,2436.363794538866,1599.9699345338151,False
0.48958333333333337,0.24109650297206645,2383.4719148295594,1547.0780548245086,False
0.525,0.24050445518261426,2320.533736744187,1484.1398767391363,False
0.5604166666666667,0.23957269674204995,2246.306642023816,1409.9127820187653,False
0.5958333333333333,0.23837648207039613,2159.087826320152,1322.6939663151013,False
0.63125,0.23693937396200426,2056.7250558976693,1220.3311958926186,False
0.6666666666666666,0.2352577361112544,1936.5712937002518,1100.177433695201,False
0.7020833333333333,0.2317136624372683,1795.7844679417537,959.390607936703,False
0.7374999999999999,0.2220283459629596,1640.3025221207033,803.9086621156525,False
0.7729166666666666,0.21067343335189256,1474.9565344263522,638.5626744213014,False
0.8083333333333332,0.19739837016383194,1302.9310006431845,466.5371406381337,False
0.84375,0.1818737936902618,1129.9646440105444,293.5707840054936,False
0.8791666666666667,0.16359564496328777,967.4625814669224,131.06872146187163,False
0.9145833333333333,0.14153522316253875,842.4080761711324,6.01421616608161,False
0.95,0.11295240779711029,836.3938600050508,0.0,True
