beta_s,T_kin_gev,chi2,norm,n_val,delta_chi2,inside_68cl
0.1,0.33174610157319323,4091.082580087328,1231.812166121091,0.10000000017827294,3667.076611167322,False
0.13541666666666669,0.3294193163368529,4017.8256861977934,1257.8954322292025,0.10000000022379514,3593.8197172777873,False
0.17083333333333334,0.326299271068072,3926.7902240799644,1293.8734701235928,0.10000000000597006,3502.7842551599583,False
0.20625,0.3223342080306969,3821.157896343407,1341.350988282067,0.1000000000090302,3397.151927423401,False
0.24166666666666667,0.3174832689120097,3704.640943011576,1402.2803371996256,0.1000000000435218,3280.63497409157,False
0.27708333333333335,0.3117205297261773,3581.3452324372965,1479.0623424826247,0.10000000000250509,3157.3392635172904,False
0.3125,0.30505254302608265,3455.616150372387,1574.3852295577265,0.10000000006653154,3031.610181452381,False
0.34791666666666665,0.29749927893534,3331.880681524719,1691.6650953827577,0.1000000000960076,2907.874712604713,False
0.3833333333333333,0.28911152507750143,3214.49823361395,1834.8490591424702,0.10000000017171916,2790.492264693944,False
0.41874999999999996,0.27995437996592765,3107.628191489192,2008.7534985428686,0.10000000277243455,2683.622222569186,False
0.4541666666666666,0.2700894056045152,3015.1166610116506,2219.907132561289,0.10000000021950232,2591.1106920916445,False
0.48958333333333337,0.25961892575784984,2940.400828421998,2475.371708169472,0.10000000246453353,2516.394859501992,False
0.525,0.24859528367764994,2886.4283570270172,2785.9212123658517,0.10000000056164865,2462.422388107011,False
0.5604166666666667,0.25505527160663766,2830.135891496296,2605.1416829139434,0.37744414874364945,2406.12992257629,False
0.5958333333333333,0.2559890738975839,2746.046769597134,2586.502073611134,0.6017064109113234,2322.0408006771277,False
0.63125,0.25506096998529526,2642.78018830176,2620.8217659639117,0.8100277041504579,2218.774219381754,False
0.6666666666666666,0.25308428135468547,2520.0796877505895,2687.7148636834772,1.0131786974982049,2096.0737188305834,False
0.7020833333333333,0.25027398119827027,2375.8289951970137,2784.5441416146823,1.2149915192009813,1951.8230262770076,False
0.7374999999999999,0.24659764506202436,2206.7191454591803,2917.2140495840245,1.4158707231109258,1782.7131765391741,False
0.7729166666666666,0.24192086794395648,2008.300962375887,3097.88095215156,1.6158659960437036,1584.2949934558806,False
0.8083333333333332,0.2359299760205011,1774.911362849007,3351.2555157371057,1.8128666979347754,1350.9053939290006,False
0.84375,0.22809142494065524,1499.7819609274093,3725.512794295108,2.002622032449122,1075.7759920074031,False
0.8791666666666667,0.21730184492862759,1176.2558546819357,4335.022880051043,2.1721529749201682,752.2498857619295,False
0.9145833333333333,0.2010650958595857,804.2361141202506,5519.123189480888,2.2810557251877,380.23014520024435,False
0.95,0.17119749467979245,424.00596892000624,9048.467207489315,2.1514667210963414,0.0,True
